92	63	63	74	39	64	59	37	64	44	41	47	82	67	57	17	86	79	47	51	51	84	75	53	80	63	59	92	50	3	46	81	81	93	68	75	79	66	18	60	54	95	24	81	2	54	60	50	30	65	3	51	31	96	86	34	95	1	53	23	47	88	96	23	19	84	58	91	28	42	32	96	74	11	14	80	8	66	82	70	17	31	67	37	70	90	48	11	88	77	50	44	12	96	19	38	4	71	42	90
10	24	40	63	90	39	69	63	8	37	63	11	8	72	45	89	40	44	90	66	20	40	83	23	69	19	74	46	74	99	20	91	15	83	91	63	95	34	44	21	0	32	18	94	46	62	9	80	17	14	81	4	60	44	99	63	47	87	91	96	49	63	40	81	7	35	2	44	85	59	66	72	54	59	22	39	0	28	93	3	1	7	7	45	9	87	42	44	0	67	1	87	36	86	99	65	41	22	50	9
98	58	43	37	96	21	72	1	50	86	25	90	46	50	51	41	50	13	74	13	67	21	17	29	67	77	13	49	77	73	99	96	41	40	8	68	15	18	69	49	73	70	43	33	19	41	63	47	60	8	82	62	14	47	62	76	48	38	10	80	80	61	12	63	73	41	6	85	75	63	7	47	57	19	40	98	39	92	78	19	26	67	5	50	84	17	8	53	80	42	95	5	100	16	71	33	0	36	72	31
31	42	15	3	74	91	29	73	76	79	87	95	80	36	96	91	83	52	21	24	85	96	1	52	61	56	70	61	28	61	66	83	65	38	86	19	39	41	19	10	41	43	79	34	63	20	23	89	23	72	41	28	76	87	37	49	38	80	59	98	14	13	16	37	25	54	87	9	87	49	3	51	80	24	26	2	36	39	32	30	3	50	52	55	93	88	22	32	37	84	6	36	56	73	37	3	30	33	25	50
33	85	86	66	57	73	57	28	100	65	40	94	15	88	23	54	81	26	32	97	47	45	20	4	51	100	76	69	14	50	42	8	63	18	40	94	58	0	32	100	24	9	82	65	43	93	54	93	42	68	52	52	17	56	84	65	56	6	99	49	45	81	21	12	50	26	24	57	69	83	13	33	51	22	54	9	68	47	1	89	16	100	59	39	25	24	10	35	67	90	69	32	99	72	92	51	94	72	80	88
87	43	8	19	12	86	32	16	94	43	86	17	31	11	6	30	70	28	60	85	12	60	13	47	95	20	38	59	81	69	53	54	24	10	95	90	53	1	65	72	33	96	6	24	10	49	87	83	97	76	17	6	0	50	20	48	65	65	52	6	4	1	25	27	89	34	47	46	60	40	55	26	21	55	60	76	79	10	79	20	55	0	95	9	13	61	75	90	52	88	40	51	72	88	85	20	12	40	67	29
14	25	49	95	95	54	40	94	42	53	45	48	75	8	78	79	79	31	52	3	2	57	85	98	46	28	73	28	75	85	36	72	100	53	60	69	6	46	28	25	8	91	49	8	6	63	85	99	15	59	65	100	84	31	13	13	23	49	20	65	33	92	79	34	32	25	34	51	57	74	14	48	83	3	95	60	13	87	67	9	63	11	88	46	43	98	3	82	56	9	25	57	64	13	78	56	44	35	56	34
16	60	11	39	66	10	58	49	96	8	68	60	16	75	30	31	77	95	97	62	17	68	77	67	24	40	44	5	86	38	21	42	75	66	42	0	57	88	89	14	46	25	95	11	12	51	3	90	84	6	75	5	39	6	19	44	18	13	22	90	12	51	41	8	96	28	84	99	10	92	31	31	8	79	20	4	3	82	98	73	50	27	65	3	72	83	78	89	34	56	0	41	66	48	98	53	57	19	4	17
45	87	4	21	54	1	63	66	71	45	6	57	47	86	15	51	30	36	24	54	55	71	69	78	49	73	63	36	30	0	14	33	20	11	84	35	50	87	88	83	98	41	11	99	54	82	29	67	16	54	58	70	51	52	64	0	13	26	8	99	51	72	6	92	24	77	35	69	55	46	67	21	81	81	98	96	20	63	85	12	95	87	49	19	88	79	100	64	100	29	71	55	71	59	96	64	68	30	65	98
15	10	60	9	11	16	55	70	21	82	5	50	83	85	2	36	45	39	73	77	8	99	10	12	6	26	84	55	62	16	3	9	94	14	4	30	52	65	67	9	16	69	47	59	8	48	48	66	6	24	87	2	19	64	74	50	76	52	82	11	2	29	97	48	22	72	56	2	34	80	41	38	89	95	11	3	76	81	20	67	49	46	83	90	41	77	98	9	63	21	21	58	27	89	68	78	73	1	66	13
95	44	30	65	77	36	31	55	23	18	80	10	84	48	52	6	15	67	18	49	27	93	24	77	36	88	72	57	10	94	89	7	64	21	26	7	17	100	60	85	14	81	67	25	86	32	22	16	5	85	76	93	93	45	32	83	0	53	88	14	28	90	85	96	49	30	85	1	31	13	5	34	52	14	74	100	57	89	45	28	38	80	70	8	19	59	52	76	78	7	20	9	22	37	77	89	27	15	57	42
39	50	35	71	50	4	16	12	62	98	92	27	39	0	74	0	100	91	46	25	7	15	89	57	100	95	54	7	96	17	77	23	89	50	90	77	81	99	24	55	18	15	53	18	91	9	86	1	93	77	71	14	9	75	59	16	29	14	93	27	11	58	5	51	64	13	71	78	24	23	84	67	69	74	58	17	50	57	77	18	82	8	92	97	12	43	90	95	4	92	46	90	53	35	54	75	79	3	12	18
79	49	59	44	55	18	24	95	1	42	11	23	26	28	79	40	8	38	9	83	62	59	30	39	81	16	95	20	9	13	67	61	47	73	52	87	74	59	81	22	34	24	80	68	27	69	2	71	4	97	55	92	67	85	67	4	53	34	61	28	68	0	38	5	23	87	13	39	9	91	72	14	36	94	97	24	24	3	61	83	35	86	91	66	78	85	23	51	61	96	22	21	70	84	2	26	1	76	3	11
85	70	83	1	97	2	48	17	35	85	77	80	53	19	7	71	38	74	5	4	74	26	39	82	16	59	81	60	11	66	29	20	30	59	74	42	11	56	27	30	80	62	33	71	47	50	61	60	45	12	49	23	94	63	65	88	74	51	32	29	71	99	76	47	63	47	74	29	32	16	21	93	19	46	73	50	9	75	27	25	61	25	9	4	99	14	17	31	17	32	93	13	2	14	93	43	66	80	35	52
58	66	96	64	23	47	97	52	26	59	0	93	1	87	93	98	76	24	64	45	68	4	80	26	58	72	92	30	34	33	59	45	37	31	69	53	65	45	17	81	57	11	81	83	17	99	10	98	57	87	42	86	69	58	93	95	96	74	100	46	81	28	82	91	3	61	41	21	14	27	22	73	73	38	31	52	30	45	76	14	67	99	96	22	75	72	34	55	77	10	8	15	79	64	60	40	91	59	70	95
52	38	94	87	85	46	26	35	10	23	53	40	49	7	67	68	60	25	4	56	52	79	57	2	71	12	83	16	1	93	10	90	40	22	17	34	4	70	100	35	97	80	51	26	58	84	91	68	87	74	92	65	89	36	89	61	70	93	60	88	48	91	28	49	76	24	16	67	63	14	24	74	53	29	77	10	29	54	35	86	62	98	98	17	4	22	35	8	32	14	88	45	35	8	13	11	52	9	98	68
96	97	32	24	64	31	99	9	58	96	72	5	93	10	14	20	78	93	19	63	95	22	55	96	92	47	0	51	18	28	82	74	16	42	89	11	20	77	37	24	95	26	55	60	60	72	30	13	73	52	90	33	53	67	91	86	43	55	12	3	46	93	46	66	88	55	62	92	59	6	97	56	29	84	72	11	10	52	63	65	25	26	28	18	6	34	25	37	98	26	10	61	55	49	63	93	71	53	47	89
78	26	62	29	67	60	39	61	4	10	71	88	85	12	84	87	1	68	44	61	50	89	66	93	23	36	20	34	35	1	97	84	31	97	41	76	87	81	23	28	78	48	65	66	94	30	42	40	52	23	5	29	36	95	36	84	72	50	46	69	87	57	29	13	18	98	73	10	37	66	6	16	9	89	52	15	75	96	66	96	10	97	51	52	47	31	30	94	40	54	9	18	13	1	91	42	97	12	17	28
28	81	70	42	78	11	90	75	16	62	73	0	25	54	5	38	44	69	98	68	79	62	41	13	68	57	88	26	94	77	40	1	48	36	59	49	25	19	9	48	47	78	8	78	36	94	6	34	66	81	10	27	37	94	97	68	77	31	64	73	10	56	17	9	81	64	61	95	51	81	88	32	64	70	75	90	45	42	46	15	37	43	74	64	89	76	11	92	55	41	26	82	11	52	33	14	46	69	99	5
34	16	0	43	70	14	94	34	48	89	60	58	10	22	100	10	21	10	42	0	89	19	52	8	17	85	34	50	3	4	87	48	58	58	82	80	84	69	20	1	5	90	12	98	35	2	93	38	94	43	93	90	78	34	90	41	28	96	98	74	67	75	47	75	99	92	90	75	46	58	60	3	98	37	65	54	43	86	14	95	32	19	61	58	63	45	26	59	29	52	19	0	67	25	64	83	47	85	51	74
47	11	34	67	22	99	68	15	36	51	50	36	68	55	11	49	52	59	88	94	4	10	64	74	77	92	75	98	40	10	79	5	87	48	98	81	62	82	7	12	84	16	28	57	72	58	4	73	51	0	99	78	1	82	81	23	41	98	70	75	61	47	70	41	70	53	5	19	20	76	93	94	61	90	36	71	62	15	11	90	65	51	34	73	29	33	67	41	69	97	47	98	60	55	45	91	40	4	33	70
35	71	88	69	27	48	33	33	78	5	57	67	43	26	17	15	96	55	85	84	9	24	14	68	21	49	96	14	4	36	93	24	27	57	96	99	92	93	0	78	19	64	16	69	97	61	72	87	10	95	91	94	70	7	61	38	98	11	86	56	18	10	80	7	6	18	30	47	30	73	59	37	86	66	24	41	69	88	10	84	73	61	90	2	17	7	7	1	51	20	75	20	38	79	82	88	9	31	45	87
70	52	31	79	69	44	61	14	53	20	84	49	90	77	77	93	9	51	33	36	42	35	46	89	82	1	33	23	95	40	23	26	3	81	70	12	69	8	22	88	12	10	31	40	16	97	52	86	43	33	73	7	74	66	73	55	87	82	89	79	24	78	27	69	75	11	99	72	49	86	91	79	25	45	48	20	86	91	38	63	53	54	6	42	15	58	93	62	43	71	3	17	69	39	94	45	45	37	31	63
12	55	38	17	98	22	8	0	56	7	97	72	23	62	61	81	32	7	76	57	66	37	6	81	9	21	64	85	8	76	19	93	55	26	39	93	56	89	97	27	58	85	39	32	92	55	99	95	90	39	37	19	3	42	47	71	33	63	2	22	31	64	89	26	40	48	19	12	33	29	17	95	5	48	44	86	59	58	37	46	68	91	99	28	85	95	21	10	68	27	14	7	3	75	48	68	58	0	24	38
42	75	5	80	37	56	37	89	15	95	91	25	63	39	83	11	93	62	20	67	88	66	3	17	42	7	71	40	56	46	74	22	85	99	2	33	72	25	54	89	91	42	90	89	99	52	96	3	80	55	98	10	73	8	34	6	63	3	33	70	37	11	61	52	53	56	9	54	50	31	61	40	45	26	5	46	71	98	75	4	92	35	17	48	21	13	33	49	13	40	29	53	63	28	65	96	10	63	93	83
22	14	75	100	3	52	46	67	0	55	79	71	87	63	62	55	64	97	54	28	98	29	72	97	55	13	99	79	60	64	91	92	96	28	92	1	23	80	52	74	29	27	63	75	84	36	83	84	91	66	69	99	32	89	5	73	89	92	29	57	16	40	9	90	69	95	96	14	61	75	89	55	10	93	88	6	31	73	53	75	96	73	57	1	82	37	19	58	70	93	68	14	65	18	67	70	37	57	22	93
